seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr6	34434051	34434185	135	*	X7975	29993	34433838	34503000	69163	+	0	inside	212	PACSIN1
chr6	35310282	35310315	34	*	X7981	5467	35310335	35395968	85634	+	19	upstream	19	PPARD
chr6	35772869	35772956	88	*	X7987	222662	35773071	35791852	18782	+	114	upstream	114	LHFPL5
chr6	36591459	36591548	90	*	X7998	100500885	36590213	36590289	77	-	1169	upstream	1169	MIR3925
chr6	36807349	36807510	162	*	X8001	57699	36708555	36807220	98666	-	128	upstream	128	CPNE5
chr6	36807637	36807678	42	*	X8002	57699	36708555	36807220	98666	-	416	upstream	416	CPNE5
chr6	36807799	36807948	150	*	X8003	57699	36708555	36807220	98666	-	578	upstream	578	CPNE5
chr6	37665881	37665910	30	*	X8012	266727	37600284	37665766	65483	-	114	upstream	114	MDGA1
chr6	40555285	40555389	105	*	X8023	57497	40359373	40555126	195754	-	158	upstream	158	LRFN2
chr6	40555540	40555587	48	*	X8024	57497	40359373	40555126	195754	-	413	upstream	413	LRFN2
chr6	40556792	40556874	83	*	X8025	57497	40359373	40555126	195754	-	1665	upstream	1665	LRFN2
chr6	41606094	41606378	285	*	X8031	4188	41606195	41621982	15788	+	0	overlapStart	0	MDFI
chr6	41747915	41747930	16	*	X8037	10817	41737914	41747630	9717	-	284	upstream	284	FRS3
chr6	41747915	41747930	16	*	X8037	29964	41748500	41757634	9135	+	569	upstream	569	PRICKLE4
chr6	41754383	41754472	90	*	X8038	100188893	41754178	41757634	3457	+	0	inside	204	TOMM6
chr6	43264464	43264553	90	*	X8046	10864	43265998	43273276	7279	+	1444	upstream	1444	SLC22A7
chr6	43736116	43736250	135	*	X8056	7422	43737946	43754223	16278	+	1695	upstream	1695	VEGFA
chr6	43736575	43736587	13	*	X8057	7422	43737946	43754223	16278	+	1358	upstream	1358	VEGFA
chr6	44186272	44186391	120	*	X8075	2030	44187242	44201888	14647	+	850	upstream	850	SLC29A1
chr6	45345786	45345803	18	*	X8084	8464	44777054	45345788	568735	-	0	overlapStart	0	SUPT3H
chr6	47445670	47445804	135	*	X8094	23607	47445525	47594996	149472	+	0	inside	144	CD2AP
chr6	47748195	47748329	135	*	X8096	221391	47749775	47794116	44342	+	1445	upstream	1445	OPN5
chr6	70506806	70506918	113	*	X8101	55788	70385641	70507049	121409	-	0	inside	130	LMBRD1
chr6	70506949	70507083	135	*	X8102	55788	70385641	70507049	121409	-	0	overlapStart	0	LMBRD1
chr6	86304109	86304183	75	*	X8107	57231	86215215	86303629	88415	-	479	upstream	479	SNX14
chr6	106957607	106957726	120	*	X8122	202	106959305	107018334	59030	+	1578	upstream	1578	CRYBG1
chr6	107810340	107810429	90	*	X8123	55084	107811317	107982513	171197	+	887	upstream	887	SOBP
chr6	119670655	119670819	165	*	X8134	4121	119498366	119670931	172566	-	0	inside	111	MAN1A1
chr6	122792546	122792566	21	*	X8137	5570	122793062	123047518	254457	+	495	upstream	495	PKIB
chr6	123099666	123099714	49	*	X8138	2173	123100646	123105218	4573	+	931	upstream	931	FABP7
chr6	137113717	137113804	88	*	X8156	4217	136878187	137113656	235470	-	60	upstream	60	MAP3K5
chr6	138188181	138188287	107	*	X8159	7128	138188325	138204451	16127	+	37	upstream	37	TNFAIP3
chr6	138725537	138725544	8	*	X8163	23593	138725336	138734582	9247	+	0	inside	200	HEBP2
chr6	143267242	143267346	105	*	X8167	3097	143072604	143266338	193735	-	903	upstream	903	HIVEP2
chr6	143267692	143267811	120	*	X8168	3097	143072604	143266338	193735	-	1353	upstream	1353	HIVEP2
chr6	144471886	144472005	120	*	X8172	8676	144471654	144513076	41423	+	0	inside	231	STX11
chr6	149806212	149806215	4	*	X8180	340152	149768766	149806148	37383	-	63	upstream	63	ZC3H12D
chr6	150185877	150185920	44	*	X8181	84918	150139894	150185480	45587	-	396	upstream	396	LRP11
chr6	150326037	150326117	81	*	X8188	646024	150319155	150326280	7126	-	0	inside	162	RAET1K
chr6	158402823	158402856	34	*	X8207	8871	158402888	158520207	117320	+	31	upstream	31	SYNJ2
chr6	159071132	159071224	93	*	X8209	94120	159071046	159185908	114863	+	0	inside	85	SYTL3
chr6	159240652	159240654	3	*	X8212	7430	159186773	159240456	53684	-	195	upstream	195	EZR
chr6	161411023	161411112	90	*	X8218	4216	161412822	161538417	125596	+	1709	upstream	1709	MAP3K4
chr6	167276176	167276280	105	*	X8221	6196	166822854	167275771	452918	-	404	upstream	404	RPS6KA2
chr6	167276506	167276595	90	*	X8222	6196	166822854	167275771	452918	-	734	upstream	734	RPS6KA2
chr6	170189286	170189420	135	*	X8226	80069	170190169	170202969	12801	+	748	upstream	748	LINC00574
chr6	170600616	170600885	270	*	X8229	28514	170591294	170599697	8404	-	918	upstream	918	DLL1
chr7	191501	191520	20	*	X8234	56975	192969	300740	107772	+	1448	upstream	1448	FAM20C
chr7	561459	561578	120	*	X8236	5154	536897	559481	22585	-	1977	upstream	1977	PDGFA
chr7	1610189	1610216	28	*	X8246	84262	1606970	1609668	2699	-	520	upstream	520	PSMG3
chr7	2595448	2595531	84	*	X8261	221927	2577444	2595392	17949	-	55	upstream	55	BRAT1
chr7	3083813	3084022	210	*	X8267	84433	2945710	3083509	137800	-	303	upstream	303	CARD11
chr7	4923554	4923714	161	*	X8278	55698	4834285	4923335	89051	-	218	upstream	218	RADIL
chr7	5230115	5230309	195	*	X8279	26100	5229835	5273486	43652	+	0	inside	279	WIPI2
chr7	5465549	5465728	180	*	X8284	84629	5346423	5465045	118623	-	503	upstream	503	TNRC18
chr7	5466884	5466973	90	*	X8285	84629	5346423	5465045	118623	-	1838	upstream	1838	TNRC18
chr7	5570895	5570923	29	*	X8288	60	5566779	5570232	3454	-	662	upstream	662	ACTB
chr7	6629501	6629605	105	*	X8298	79034	6629915	6648355	18441	+	309	upstream	309	C7orf26
chr7	6654593	6654667	75	*	X8299	54753	6655527	6663921	8395	+	859	upstream	859	ZNF853
chr7	8302061	8302195	135	*	X8307	3382	8152815	8302242	149428	-	0	inside	46	ICA1
chr7	12725231	12725350	120	*	X8311	10124	12726452	12730558	4107	+	1101	upstream	1101	ARL4A
chr7	23719712	23719750	39	*	X8323	340277	23719749	23742269	22521	+	0	overlapStart	0	FAM221A
chr7	26331431	26331552	122	*	X8333	29887	26331515	26413949	82435	+	0	overlapStart	0	SNX10
chr7	26437366	26437425	60	*	X8334	441204	26438339	26538594	100256	+	913	upstream	913	LOC441204
chr7	27183466	27183495	30	*	X8338	3202	27180671	27183287	2617	-	178	upstream	178	HOXA5
chr7	41743862	41743996	135	*	X8389	3624	41728601	41742706	14106	-	1155	upstream	1155	INHBA
chr7	41744252	41744341	90	*	X8390	3624	41728601	41742706	14106	-	1545	upstream	1545	INHBA
chr7	43622543	43622607	65	*	X8396	9263	43622692	43666978	44287	+	84	upstream	84	STK17A
chr7	44084303	44084341	39	*	X8397	28988	44084239	44101315	17077	+	0	inside	63	DBNL
chr7	44122101	44122138	38	*	X8399	27434	44111847	44122129	10283	-	0	overlapStart	0	POLM
chr7	44149032	44149068	37	*	X8401	100616346	44150448	44150511	64	+	1379	upstream	1379	MIR4649
chr7	66459819	66459893	75	*	X8427	55253	66461792	66704507	242716	+	1898	upstream	1898	TYW1
chr7	72993080	72993276	197	*	X8431	26608	72983277	72993013	9737	-	66	upstream	66	TBL2
chr7	73082027	73082169	143	*	X8434	155382	73082174	73086440	4267	+	4	upstream	4	VPS37D
chr7	73082245	73082298	54	*	X8435	155382	73082174	73086440	4267	+	0	inside	70	VPS37D
chr7	74071032	74071093	62	*	X8450	2969	74072030	74175022	102993	+	936	upstream	936	GTF2I
chr7	75678297	75678297	1	*	X8457	51657	75625655	75677321	51667	-	975	upstream	975	STYXL1
chr7	75831022	75831086	65	*	X8459	222183	75831216	75916605	85390	+	129	upstream	129	SRRM3
chr7	76139474	76139638	165	*	X8462	80761	76139745	76157199	17455	+	106	upstream	106	NA
chr7	77326380	77326589	210	*	X8463	100505854	77287973	77326662	38690	-	0	inside	72	APTR
chr7	86849031	86849051	21	*	X8466	79161	86825478	86849031	23554	-	0	overlapStart	0	TMEM243
chr7	91875384	91875518	135	*	X8470	54467	91875548	92030698	155151	+	29	upstream	29	ANKIB1
chr7	91875384	91875518	135	*	X8470	889	91828283	91875414	47132	-	0	overlapStart	0	KRIT1
chr7	94023147	94023191	45	*	X8472	1278	94023873	94060544	36672	+	681	upstream	681	COL1A2
chr7	100063544	100063633	90	*	X8483	402573	100054238	100061894	7657	-	1649	upstream	1649	C7orf61
chr7	100081551	100081558	8	*	X8485	222950	100081550	100092424	10875	+	0	inside	0	NYAP1
chr7	100081649	100082098	450	*	X8486	222950	100081550	100092424	10875	+	0	inside	98	NYAP1
chr7	100202418	100202478	61	*	X8491	100129845	100187024	100201661	14638	-	756	upstream	756	PCOLCE-AS1
chr7	100488006	100488125	120	*	X8496	402682	100486344	100487339	996	-	666	upstream	666	UFSP1
chr7	100488201	100488305	105	*	X8497	402682	100486344	100487339	996	-	861	upstream	861	UFSP1
chr7	100488621	100488785	165	*	X8498	402682	100486344	100487339	996	-	1281	upstream	1281	UFSP1
chr7	100810261	100810295	35	*	X8502	7425	100805790	100808852	3063	-	1408	upstream	1408	VGF
chr7	101459013	101459045	33	*	X8512	1523	101459184	101927250	468067	+	138	upstream	138	CUX1
chr7	104654192	104654258	67	*	X8521	55904	104654637	104754532	99896	+	378	upstream	378	KMT2E
chr7	105517031	105517280	250	*	X8523	222255	105245221	105517031	271811	-	0	overlapStart	0	ATXN7L1
chr7	105517031	105517280	250	*	X8523	222256	105517267	105676877	159611	+	0	overlapStart	0	CDHR3
chr7	105517294	105517407	114	*	X8524	222255	105245221	105517031	271811	-	262	upstream	262	ATXN7L1
chr7	105517294	105517407	114	*	X8524	222256	105517267	105676877	159611	+	0	inside	26	CDHR3
chr7	112062377	112062420	44	*	X8538	3475	112063199	112117258	54060	+	778	upstream	778	IFRD1
chr7	128828664	128828768	105	*	X8559	6608	128828713	128853385	24673	+	0	overlapStart	0	SMO
chr7	129073530	129073604	75	*	X8563	57464	129074274	129128239	53966	+	669	upstream	669	STRIP2
chr7	139875135	139875258	124	*	X8583	100134229	139877061	139879440	2380	+	1802	upstream	1802	KDM7A-DT
chr7	143056936	143057025	90	*	X8593	7791	143058810	143088206	29397	+	1784	upstream	1784	ZYX
chr7	143058211	143058485	275	*	X8594	7791	143058810	143088206	29397	+	324	upstream	324	ZYX
chr7	143058530	143058645	116	*	X8595	7791	143058810	143088206	29397	+	164	upstream	164	ZYX
chr7	143058691	143058796	106	*	X8596	7791	143058810	143088206	29397	+	13	upstream	13	ZYX
chr7	143058875	143058915	41	*	X8597	7791	143058810	143088206	29397	+	0	inside	64	ZYX
chr7	143059576	143059695	120	*	X8599	9715	143050493	143059840	9348	-	0	inside	144	FAM131B
chr7	143060386	143060490	105	*	X8600	9715	143050493	143059840	9348	-	545	upstream	545	FAM131B
chr7	149470535	149470954	420	*	X8614	168544	149461271	149470295	9025	-	239	upstream	239	ZNF467
chr7	149471135	149471314	180	*	X8615	168544	149461271	149470295	9025	-	839	upstream	839	ZNF467
chr7	149471135	149471314	180	*	X8615	23145	149473131	149531053	57923	+	1816	upstream	1816	SSPOP
chr7	150676514	150676648	135	*	X8623	3757	150642044	150675402	33359	-	1111	upstream	1111	KCNH2
chr7	150676664	150676813	150	*	X8624	3757	150642044	150675402	33359	-	1261	upstream	1261	KCNH2
chr7	150756975	150757093	119	*	X8625	1020	150750899	150755052	4154	-	1922	upstream	1922	CDK5
chr7	150782669	150782803	135	*	X8626	116988	150782954	150841523	58570	+	150	upstream	150	AGAP3
chr7	150924758	150924862	105	*	X8629	10061	150904923	150924317	19395	-	440	upstream	440	ABCF2
chr7	150973265	150973979	715	*	X8634	6604	150936059	150974231	38173	-	0	inside	251	SMARCD3
chr8	1991119	1991223	105	*	X8672	9172	1993158	2093380	100223	+	1934	upstream	1934	MYOM2
chr8	6693201	6693314	114	*	X8681	100652791	6693076	6699975	6900	+	0	inside	124	GS1-24F4.2
chr8	6693201	6693314	114	*	X8681	389610	6666041	6693166	27126	-	34	upstream	34	XKR5
chr8	12613403	12613437	35	*	X8719	91694	12579406	12612992	33587	-	410	upstream	410	LONRF1
chr8	21900647	21900655	9	*	X8754	8822	21900428	21906319	5892	+	0	inside	218	FGF17
chr8	22022302	22022421	120	*	X8762	649	22022653	22069840	47188	+	231	upstream	231	BMP1
chr8	22298490	22298624	135	*	X8764	5533	22298483	22398657	100175	+	0	inside	6	PPP3CC
chr8	22436335	22436469	135	*	X8767	64236	22436254	22455538	19285	+	0	inside	80	PDLIM2
chr8	22926664	22926811	148	*	X8786	8795	22877648	22926700	49053	-	0	overlapStart	0	TNFRSF10B
chr8	23081912	23082010	99	*	X8787	389641	23082734	23088439	5706	+	723	upstream	723	LOC389641
chr8	23713336	23713440	105	*	X8796	6781	23699434	23712320	12887	-	1015	upstream	1015	STC1
chr8	26371684	26371713	30	*	X8813	10687	26362196	26371483	9288	-	200	upstream	200	PNMA2
chr8	26371684	26371713	30	*	X8813	1808	26371709	26515693	143985	+	0	overlapStart	0	DPYSL2
chr8	26372194	26372266	73	*	X8814	10687	26362196	26371483	9288	-	710	upstream	710	PNMA2
chr8	27472378	27472452	75	*	X8819	1191	27454434	27472328	17895	-	49	upstream	49	CLU
chr8	28174697	28174831	135	*	X8833	5368	28174649	28200868	26220	+	0	inside	47	PNOC
chr8	38008592	38008654	63	*	X8859	6770	38000218	38008600	8383	-	0	overlapStart	0	STAR
chr8	41644662	41644726	65	*	X8880	157848	41503829	41643385	139557	-	1276	upstream	1276	NKX6-3
chr8	42066405	42066614	210	*	X8882	5327	42032236	42065194	32959	-	1210	upstream	1210	PLAT
chr8	42948729	42948736	8	*	X8883	84197	42948649	42978323	29675	+	0	inside	79	POMK
chr8	48921244	48921363	120	*	X8886	7336	48920995	48974454	53460	+	0	inside	248	UBE2V2
chr8	57123314	57123395	82	*	X8894	79145	57124315	57131176	6862	+	919	upstream	919	CHCHD7
chr8	67874935	67874945	11	*	X8909	100129654	67858736	67874825	16090	-	109	upstream	109	TCF24
chr8	73921293	73921397	105	*	X8915	7013	73921097	73959987	38891	+	0	inside	195	TERF1
chr8	82754568	82754627	60	*	X8927	64089	82711818	82754521	42704	-	46	upstream	46	SNX16
chr8	86375701	86375709	9	*	X8928	760	86376131	86393721	17591	+	421	upstream	421	CA2
chr8	87521034	87521123	90	*	X8929	51115	87484578	87521009	36432	-	24	upstream	24	RMDN1
chr8	92053099	92053243	145	*	X8931	55529	92006502	92053203	46702	-	0	overlapStart	0	PIP4P2
chr8	101170515	101170604	90	*	X8939	6674	101170263	101254132	83870	+	0	inside	251	SPAG1
chr8	104512485	104512502	18	*	X8956	9699	104512976	105266656	753681	+	473	upstream	473	RIMS2
chr8	117886674	117886733	60	*	X8959	644660	117886663	117889107	2445	+	0	inside	10	RAD21-AS1
chr8	117886764	117886834	71	*	X8960	5885	117858173	117887105	28933	-	0	inside	270	RAD21
chr8	117886764	117886834	71	*	X8960	644660	117886663	117889107	2445	+	0	inside	100	RAD21-AS1
chr8	123791865	123791956	92	*	X8965	22882	123793901	123986755	192855	+	1944	upstream	1944	ZHX2
chr8	124428689	124428703	15	*	X8971	29028	124332091	124428590	96500	-	98	upstream	98	ATAD2
chr8	124428689	124428703	15	*	X8971	55093	124428965	124454260	25296	+	261	upstream	261	NTAQ1
chr8	125385024	125385041	18	*	X8975	157378	125323159	125384940	61782	-	83	upstream	83	TMEM65
chr8	134584763	134584882	120	*	X9000	6482	134467091	134584183	117093	-	579	upstream	579	ST3GAL1
chr8	141646176	141646191	16	*	X9006	27161	141541264	141645646	104383	-	529	upstream	529	AGO2
chr8	143750689	143750793	105	*	X9024	8000	143751726	143764145	12420	+	932	upstream	932	PSCA
chr8	143751034	143751213	180	*	X9025	8000	143751726	143764145	12420	+	512	upstream	512	PSCA
chr8	143751034	143751213	180	*	X9025	8629	143738874	143751401	12528	-	0	inside	187	JRK
chr8	144100196	144100345	150	*	X9027	100133669	144063448	144099807	36360	-	388	upstream	388	LY6E-DT
chr8	144100196	144100345	150	*	X9027	4061	144099902	144103827	3926	+	0	inside	293	LY6E
chr8	144660186	144660296	111	*	X9042	93100	144656955	144660513	3559	-	0	inside	216	NAPRT
chr8	144897548	144897669	122	*	X9044	23513	144873090	144897549	24460	-	0	overlapStart	0	SCRIB
chr8	145051394	145051498	105	*	X9047	5339	144989321	145050913	61593	-	480	upstream	480	PLEC
chr8	145734044	145734148	105	*	X9051	113655	145734552	145736589	2038	+	403	upstream	403	MFSD3
chr8	146052222	146052341	120	*	X9052	7553	146052903	146072894	19992	+	561	upstream	561	ZNF7
chr8	146127802	146127936	135	*	X9053	28991	146065829	146126846	61018	-	955	upstream	955	COMMD5
chr8	146127802	146127936	135	*	X9053	58500	146102336	146126846	24511	-	955	upstream	955	ZNF250
chr9	214946	214975	30	*	X9054	81704	214865	465259	250395	+	0	inside	80	DOCK8
chr9	216758	216892	135	*	X9055	157983	213108	215893	2786	-	864	upstream	864	DOCK8-AS1
chr9	3526091	3526103	13	*	X9068	5991	3224647	3525983	301337	-	107	upstream	107	RFX3
chr9	3526113	3526172	60	*	X9069	5991	3224647	3525983	301337	-	129	upstream	129	RFX3
chr9	3526307	3526406	100	*	X9070	5991	3224647	3525983	301337	-	323	upstream	323	RFX3
chr9	19230267	19230345	79	*	X9076	55667	19230763	19374137	143375	+	417	upstream	417	DENND4C
chr9	33447520	33447639	120	*	X9087	360	33441152	33447631	6480	-	0	overlapStart	0	AQP3
chr9	33447790	33447879	90	*	X9088	360	33441152	33447631	6480	-	158	upstream	158	AQP3
chr9	34522833	34522874	42	*	X9094	375704	34521040	34523037	1998	-	0	inside	162	ENHO
chr9	34628778	34628844	67	*	X9098	138715	34621455	34628011	6557	-	766	upstream	766	ARID3C
chr9	36135254	36135358	105	*	X9104	152007	36136742	36163903	27162	+	1383	upstream	1383	GLIPR2
chr9	36136094	36136288	195	*	X9105	152007	36136742	36163903	27162	+	453	upstream	453	GLIPR2
chr9	37036394	37036483	90	*	X9111	5079	36838531	37034476	195946	-	1917	upstream	1917	PAX5
chr9	37753786	37753980	195	*	X9113	158234	37753802	37778969	25168	+	0	overlapStart	0	TRMT10B
chr9	74383844	74383908	65	*	X9120	23670	74298282	74383800	85519	-	43	upstream	43	CEMIP2
chr9	78505593	78505616	24	*	X9124	5125	78505560	78977255	471696	+	0	inside	32	PCSK5
chr9	79009335	79009356	22	*	X9125	55312	79000433	79009444	9012	-	0	inside	87	RFK
chr9	86595581	86595618	38	*	X9130	3190	86582998	86595569	12572	-	11	upstream	11	HNRNPK
chr9	86595581	86595618	38	*	X9130	80010	86595637	86618987	23351	+	18	upstream	18	RMI1
chr9	92220169	92220333	165	*	X9141	10912	92219927	92221469	1543	+	0	inside	241	GADD45G
chr9	95527770	95527859	90	*	X9150	23299	95473645	95527083	53439	-	686	upstream	686	BICD2
chr9	101866952	101867065	114	*	X9172	7046	101867412	101916473	49062	+	346	upstream	346	TGFBR1
chr9	103189301	103189390	90	*	X9178	91283	103189495	103214016	24522	+	104	upstream	104	MSANTD3
chr9	109625380	109625386	7	*	X9183	58499	109625378	109773796	148419	+	0	inside	1	ZNF462
chr9	116112064	116112084	21	*	X9191	54836	116111812	116133513	21702	+	0	inside	251	BSPRY
chr9	116637663	116637767	105	*	X9194	114991	116638562	116818875	180314	+	794	upstream	794	ZNF618
chr9	116638128	116638270	143	*	X9195	114991	116638562	116818875	180314	+	291	upstream	291	ZNF618
chr9	116638833	116638967	135	*	X9196	114991	116638562	116818875	180314	+	0	inside	270	ZNF618
chr9	116917719	116917826	108	*	X9197	85301	116918231	117072975	154745	+	404	upstream	404	COL27A1
chr9	117444094	117444114	21	*	X9201	100505478	117428714	117444369	15656	-	0	inside	254	TEX48
chr9	127533201	127533281	81	*	X9234	2649	127284703	127533576	248874	-	0	inside	294	NR6A1
chr9	129622524	129622643	120	*	X9249	403341	129622944	129648156	25213	+	300	upstream	300	ZBTB34
chr9	130547443	130547549	107	*	X9271	100616250	130548112	130548286	175	+	562	upstream	562	MIR3960
chr9	130547443	130547549	107	*	X9271	1025	130548305	130553052	4748	+	755	upstream	755	CDK9
chr9	131790747	131790856	110	*	X9278	56904	131770313	131790579	20267	-	167	upstream	167	SH3GLB2
chr9	131790867	131790941	75	*	X9279	56904	131770313	131790579	20267	-	287	upstream	287	SH3GLB2
chr9	132082003	132082122	120	*	X9283	414318	132083295	132084882	1588	+	1172	upstream	1172	C9orf106
chr9	132083383	132083502	120	*	X9284	414318	132083295	132084882	1588	+	0	inside	87	C9orf106
chr9	135853078	135853131	54	*	X9306	8328	135853894	135867084	13191	+	762	upstream	762	GFI1B
chr9	139441593	139441645	53	*	X9327	100616301	139440625	139440711	87	-	881	upstream	881	MIR4674
chr9	139441593	139441645	53	*	X9327	4851	139388896	139440238	51343	-	1354	upstream	1354	NOTCH1
chr9	139842699	139842788	90	*	X9337	286256	139844003	139849949	5947	+	1214	upstream	1214	LCN12
chr9	139928914	139928921	8	*	X9338	2529	139924626	139927292	2667	-	1621	upstream	1621	FUT7
chr9	139940662	139940781	120	*	X9339	56654	139933909	139940676	6768	-	0	overlapStart	0	NPDC1
chrX	11776537	11776743	207	*	X9349	10943	11776278	11793872	17595	+	0	inside	258	MSL3
chrX	24168533	24168537	5	*	X9358	100873922	24164342	24167771	3430	-	761	upstream	761	ZFX-AS1
chrX	25035669	25035758	90	*	X9359	170302	25021813	25034065	12253	-	1603	upstream	1603	ARX
chrX	40506466	40506534	69	*	X9371	159013	40486173	40506819	20647	-	0	inside	284	CXorf38
chrX	41782076	41782188	113	*	X9373	8573	41374189	41782287	408099	-	0	inside	98	CASK
chrX	41782264	41782383	120	*	X9374	8573	41374189	41782287	408099	-	0	overlapStart	0	CASK
chrX	46619313	46619417	105	*	X9377	84679	46458686	46618607	159922	-	705	upstream	705	SLC9A7
chrX	46771799	46771903	105	*	X9378	9767	46771736	46920641	148906	+	0	inside	62	JADE3
chrX	46771952	46771963	12	*	X9379	9767	46771736	46920641	148906	+	0	inside	215	JADE3
chrX	47479560	47479604	45	*	X9381	6853	47431300	47479256	47957	-	303	upstream	303	SYN1
chrX	47510243	47510414	172	*	X9382	2002	47494919	47510003	15085	-	239	upstream	239	ELK1
chrX	48398180	48398300	121	*	X9384	4943	48398075	48420997	22923	+	0	inside	104	TBC1D25
chrX	48398316	48398340	25	*	X9385	4943	48398075	48420997	22923	+	0	inside	240	TBC1D25
chrX	55742517	55742602	86	*	X9399	10325	55744110	55785207	41098	+	1507	upstream	1507	RRAGB
chrX	68047906	68047936	31	*	X9400	1947	68048840	68066029	17190	+	903	upstream	903	EFNB1
chrX	69353227	69353331	105	*	X9402	3476	69353299	69386173	32875	+	0	overlapStart	0	IGBP1
chrX	70151298	70151306	9	*	X9406	84889	70145430	70150975	5546	-	322	upstream	322	SLC7A3
chrX	77165900	77166064	165	*	X9411	538	77166194	77305892	139699	+	129	upstream	129	ATP7A
chrX	77166095	77166135	41	*	X9412	538	77166194	77305892	139699	+	58	upstream	58	ATP7A
chrX	80065343	80065498	156	*	X9414	254065	79924987	80065233	140247	-	109	upstream	109	BRWD3
chrX	102942434	102942482	49	*	X9417	340544	102942212	102947484	5273	+	0	inside	221	MORF4L2-AS1
chrX	103410992	103411096	105	*	X9418	139231	103411156	103440582	29427	+	59	upstream	59	FAM199X
chrX	123094251	123094385	135	*	X9429	10735	123094475	123236505	142031	+	89	upstream	89	STAG2
chrX	152952619	152952789	171	*	X9459	139728	152935188	152952247	17060	-	371	upstream	371	PNCK
chrX	152952619	152952789	171	*	X9459	6535	152953752	152962048	8297	+	962	upstream	962	SLC6A8
chrX	153991296	153991400	105	*	X9464	1736	153991031	154005964	14934	+	0	inside	264	DKC1
chrX	154444401	154444492	92	*	X9465	7411	154444701	154468098	23398	+	208	upstream	208	VBP1
